time_s,voltage_V
-1.000000000000000082e-05,2.000000000000000042e-02
-9.980000000000001010e-06,0.000000000000000000e+00
-9.960000000000001201e-06,2.000000000000000042e-02
-9.940000000000001392e-06,4.000000000000000083e-02
-9.920000000000001584e-06,2.000000000000000042e-02
-9.900000000000000081e-06,2.000000000000000042e-02
-9.880000000000000273e-06,2.000000000000000042e-02
-9.860000000000000464e-06,4.000000000000000083e-02
-9.840000000000000656e-06,4.000000000000000083e-02
-9.820000000000000847e-06,2.000000000000000042e-02
-9.800000000000001039e-06,2.000000000000000042e-02
-9.780000000000001230e-06,0.000000000000000000e+00
-9.760000000000001422e-06,0.000000000000000000e+00
-9.740000000000001613e-06,2.000000000000000042e-02
-9.720000000000000111e-06,2.000000000000000042e-02
-9.700000000000000302e-06,0.000000000000000000e+00
-9.680000000000000494e-06,0.000000000000000000e+00
-9.660000000000000685e-06,2.000000000000000042e-02
-9.640000000000000877e-06,2.000000000000000042e-02
-9.620000000000001068e-06,0.000000000000000000e+00
-9.600000000000001260e-06,4.000000000000000083e-02
-9.580000000000001451e-06,0.000000000000000000e+00
-9.559999999999999949e-06,4.000000000000000083e-02
-9.540000000000000140e-06,2.000000000000000042e-02
-9.520000000000000332e-06,0.000000000000000000e+00
-9.500000000000000523e-06,0.000000000000000000e+00
-9.480000000000000715e-06,0.000000000000000000e+00
-9.460000000000000906e-06,2.000000000000000042e-02
-9.440000000000001097e-06,0.000000000000000000e+00
-9.420000000000001289e-06,2.000000000000000042e-02
-9.400000000000001480e-06,0.000000000000000000e+00
-9.380000000000001672e-06,2.000000000000000042e-02
-9.360000000000000169e-06,2.000000000000000042e-02
-9.340000000000000361e-06,-2.000000000000000042e-02
-9.320000000000000552e-06,2.000000000000000042e-02
-9.300000000000000744e-06,0.000000000000000000e+00
-9.280000000000000935e-06,2.000000000000000042e-02
-9.260000000000001127e-06,4.000000000000000083e-02
-9.240000000000001318e-06,0.000000000000000000e+00
-9.220000000000001510e-06,0.000000000000000000e+00
-9.200000000000000007e-06,2.000000000000000042e-02
-9.180000000000000199e-06,0.000000000000000000e+00
-9.160000000000000390e-06,4.000000000000000083e-02
-9.140000000000000582e-06,2.000000000000000042e-02
-9.120000000000000773e-06,2.000000000000000042e-02
-9.100000000000000965e-06,2.000000000000000042e-02
-9.080000000000001156e-06,2.000000000000000042e-02
-9.060000000000001348e-06,2.000000000000000042e-02
-9.040000000000001539e-06,2.000000000000000042e-02
-9.020000000000001731e-06,0.000000000000000000e+00
-9.000000000000000228e-06,4.000000000000000083e-02
-8.980000000000000419e-06,4.000000000000000083e-02
-8.960000000000000611e-06,2.000000000000000042e-02
-8.940000000000000802e-06,0.000000000000000000e+00
-8.920000000000000994e-06,4.000000000000000083e-02
-8.900000000000001185e-06,0.000000000000000000e+00
-8.880000000000001377e-06,0.000000000000000000e+00
-8.859999999999999874e-06,2.000000000000000042e-02
-8.840000000000000066e-06,0.000000000000000000e+00
-8.820000000000000257e-06,0.000000000000000000e+00
-8.800000000000000449e-06,2.000000000000000042e-02
-8.780000000000000640e-06,2.000000000000000042e-02
-8.760000000000000832e-06,0.000000000000000000e+00
-8.740000000000001023e-06,0.000000000000000000e+00
-8.720000000000001215e-06,4.000000000000000083e-02
-8.700000000000001406e-06,0.000000000000000000e+00
-8.680000000000001598e-06,2.000000000000000042e-02
-8.660000000000000095e-06,0.000000000000000000e+00
-8.640000000000000287e-06,2.000000000000000042e-02
-8.620000000000000478e-06,2.000000000000000042e-02
-8.600000000000000670e-06,2.000000000000000042e-02
-8.580000000000000861e-06,2.000000000000000042e-02
-8.560000000000001053e-06,2.000000000000000042e-02
-8.540000000000001244e-06,2.000000000000000042e-02
-8.520000000000001436e-06,5.999999999999999778e-02
-8.499999999999999933e-06,2.000000000000000042e-02
-8.480000000000000124e-06,2.000000000000000042e-02
-8.460000000000000316e-06,2.000000000000000042e-02
-8.440000000000000507e-06,4.000000000000000083e-02
-8.420000000000000699e-06,0.000000000000000000e+00
-8.400000000000000890e-06,-2.000000000000000042e-02
-8.380000000000001082e-06,2.000000000000000042e-02
-8.360000000000001273e-06,2.000000000000000042e-02
-8.340000000000001465e-06,4.000000000000000083e-02
-8.320000000000001656e-06,4.000000000000000083e-02
-8.300000000000000154e-06,4.000000000000000083e-02
-8.280000000000000345e-06,2.000000000000000042e-02
-8.260000000000000537e-06,0.000000000000000000e+00
-8.240000000000000728e-06,4.000000000000000083e-02
-8.220000000000000920e-06,0.000000000000000000e+00
-8.200000000000001111e-06,0.000000000000000000e+00
-8.180000000000001303e-06,0.000000000000000000e+00
-8.160000000000001494e-06,4.000000000000000083e-02
-8.139999999999999992e-06,2.000000000000000042e-02
-8.120000000000000183e-06,0.000000000000000000e+00
-8.100000000000000375e-06,5.999999999999999778e-02
-8.080000000000000566e-06,2.000000000000000042e-02
-8.060000000000000758e-06,2.000000000000000042e-02
-8.040000000000000949e-06,5.999999999999999778e-02
-8.020000000000001141e-06,4.000000000000000083e-02
-8.000000000000001332e-06,2.000000000000000042e-02
-7.980000000000001524e-06,0.000000000000000000e+00
-7.960000000000001715e-06,5.999999999999999778e-02
-7.940000000000000212e-06,4.000000000000000083e-02
-7.920000000000000404e-06,2.000000000000000042e-02
-7.900000000000000595e-06,2.000000000000000042e-02
-7.880000000000000787e-06,4.000000000000000083e-02
-7.860000000000000978e-06,5.999999999999999778e-02
-7.840000000000001170e-06,4.000000000000000083e-02
-7.820000000000001361e-06,4.000000000000000083e-02
-7.799999999999999859e-06,0.000000000000000000e+00
-7.780000000000000050e-06,2.000000000000000042e-02
-7.760000000000000242e-06,2.000000000000000042e-02
-7.740000000000000433e-06,2.000000000000000042e-02
-7.720000000000000625e-06,2.000000000000000042e-02
-7.700000000000000816e-06,4.000000000000000083e-02
-7.680000000000001008e-06,2.000000000000000042e-02
-7.660000000000001199e-06,4.000000000000000083e-02
-7.640000000000001391e-06,2.000000000000000042e-02
-7.620000000000000735e-06,4.000000000000000083e-02
-7.600000000000000927e-06,2.000000000000000042e-02
-7.580000000000000271e-06,5.999999999999999778e-02
-7.560000000000000463e-06,4.000000000000000083e-02
-7.540000000000000654e-06,0.000000000000000000e+00
-7.520000000000000846e-06,4.000000000000000083e-02
-7.500000000000001037e-06,2.000000000000000042e-02
-7.480000000000001229e-06,5.999999999999999778e-02
-7.460000000000000573e-06,4.000000000000000083e-02
-7.440000000000000764e-06,0.000000000000000000e+00
-7.420000000000000956e-06,2.000000000000000042e-02
-7.400000000000000300e-06,4.000000000000000083e-02
-7.380000000000000492e-06,4.000000000000000083e-02
-7.360000000000000683e-06,4.000000000000000083e-02
-7.340000000000000875e-06,2.000000000000000042e-02
-7.320000000000001066e-06,5.999999999999999778e-02
-7.300000000000001258e-06,2.000000000000000042e-02
-7.280000000000000602e-06,4.000000000000000083e-02
-7.260000000000000794e-06,4.000000000000000083e-02
-7.240000000000000138e-06,2.000000000000000042e-02
-7.220000000000000330e-06,2.000000000000000042e-02
-7.200000000000000521e-06,2.000000000000000042e-02
-7.180000000000000713e-06,2.000000000000000042e-02
-7.160000000000000904e-06,2.000000000000000042e-02
-7.140000000000001096e-06,2.000000000000000042e-02
-7.120000000000001287e-06,4.000000000000000083e-02
-7.100000000000000632e-06,2.000000000000000042e-02
-7.080000000000000823e-06,2.000000000000000042e-02
-7.060000000000000168e-06,2.000000000000000042e-02
-7.040000000000000359e-06,2.000000000000000042e-02
-7.020000000000000551e-06,5.999999999999999778e-02
-7.000000000000000742e-06,2.000000000000000042e-02
-6.980000000000000934e-06,4.000000000000000083e-02
-6.960000000000001125e-06,2.000000000000000042e-02
-6.940000000000001316e-06,4.000000000000000083e-02
-6.920000000000000661e-06,4.000000000000000083e-02
-6.900000000000000852e-06,2.000000000000000042e-02
-6.880000000000000197e-06,2.000000000000000042e-02
-6.860000000000000388e-06,4.000000000000000083e-02
-6.840000000000000580e-06,0.000000000000000000e+00
-6.820000000000000771e-06,4.000000000000000083e-02
-6.800000000000000963e-06,5.999999999999999778e-02
-6.780000000000001154e-06,2.000000000000000042e-02
-6.760000000000001346e-06,0.000000000000000000e+00
-6.740000000000000690e-06,2.000000000000000042e-02
-6.720000000000000882e-06,2.000000000000000042e-02
-6.700000000000000226e-06,2.000000000000000042e-02
-6.680000000000000418e-06,0.000000000000000000e+00
-6.660000000000000609e-06,2.000000000000000042e-02
-6.640000000000000801e-06,0.000000000000000000e+00
